Zipcode,Land Area sq meters,Water Area sq meters,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Population,Population Density per sq mile
96128,"58,617,050","42,516",22.632,0.016,40.3488992,−120.4060169,823.0,36.36443973135383
96129,"300,440,000","41,747",116.001,0.016,39.8351218,−120.3600494,301.0,2.5948052171964036
96130,"1,294,694,637","122,486,074",499.884,47.292,40.5490509,−120.6340321,19859.0,39.72721671427771
96132,"316,286,097","2,657,223",122.119,1.026,40.9000673,−120.5138823,54.0,0.4421916327516603
96133,"33,798,641","3,359,715",13.05,1.297,38.6209636,−119.5051845,136.0,10.421455938697317
96134,"853,682,059","54,150,925",329.608,20.908,41.8353646,−121.4449904,2075.0,6.2953569088128924
96135,"90,198,742",0,34.826,0.0,39.8129845,−120.2092797,280.0,8.039970137253777
96136,"375,057,660","1,752,788",144.811,0.677,40.34623,−120.0813208,24.0,0.16573326611928652
96137,"368,256,409","3,292,839",142.185,1.271,40.4693254,−121.2298715,3076.0,21.633786967682948
96140,"26,790,551","539,470",10.344,0.208,39.2320185,−120.0963996,1345.0,130.02706883217326
96141,"74,763,453","797,314",28.866,0.308,39.0989284,−120.2052313,463.0,16.039631400263286
96142,"41,403,338","66,042,654",15.986,25.499,38.9986311,−120.1038814,934.0,58.42612285750031
96143,"23,903,310","660,985",9.229,0.255,39.2605746,−120.0262906,3356.0,363.6363636363637
96145,"45,868,470","2,355,807",17.71,0.91,39.1809984,−120.1513960,2664.0,150.42348955392433
96146,"104,710,180","66,223",40.429,0.026,39.2158973,−120.2451697,1096.0,27.109253258799374
96148,"5,411,110",0,2.089,0.0,39.249777,−120.0575895,679.0,325.03590234561995
96150,"422,599,296","14,431,182",163.167,5.572,38.8733198,−120.0684809,30369.0,186.12219382595745
96155,"97,744,600","76,028",37.739,0.029,38.7629864,−120.0870691,0.0,0.0
96161,"680,238,466","9,131,164",262.642,3.526,39.3477145,−120.2247104,18782.0,71.51179171648099
97635,"135,078,015","153,823",52.154,0.059,41.9299921,−120.2941948,164.0,3.144533496951336
