ZIP Code,Population Under 18 years (Selected),Total Population,Population Under 5 years,Population 5 to 9 years,Population 10 to 14 years,Population 15 to 19 years,Percent Population Under 5 years,Percent Population 5 to 9 years,Percent Population 10 to 14 years,Percent Population Under 18 years (Selected),Male Population Under 5 years,Male Population 5 to 9 years,Male Population 10 to 14 years,Female Population Under 5 years,Female Population 5 to 9 years,Female Population 10 to 14 years,Female Population Under 18 years (Selected)
94520,8224,36699,3117,1841,2028,2246,8.5,5.0,5.5,22.4,1549,920,1135,1568,921,893,3993
94521,7519,41092,2348,2096,1947,2069,5.7,5.1,4.7,18.3,1110,1202,991,1238,894,956,3650
94523,6870,34964,1754,1731,1893,2396,5.0,5.0,5.4,19.6,893,922,1093,861,809,800,3132
94525,498,3599,65,161,68,276,1.8,4.5,1.9,13.8,24,74,40,41,87,28,288
94526,8270,33396,1293,2186,2787,3113,3.9,6.5,8.3,24.8,698,1300,1499,595,886,1288,3665
94528,231,726,79,134,0,63,10.9,18.5,0.0,31.8,12,72,0,67,62,0,129
94530,4669,26483,1509,1281,1204,974,5.7,4.8,4.5,17.6,575,735,680,934,546,524,2375
94531,9739,44115,2450,2551,2751,3190,5.6,5.8,6.2,22.1,1351,1120,1275,1099,1431,1476,5062
94533,19021,78129,5396,4693,5491,5208,6.9,6.0,7.0,24.3,2305,2514,2494,3091,2179,2997,9982
94534,9441,41395,2608,2549,2841,2598,6.3,6.2,6.9,22.8,1561,1328,1594,1047,1221,1247,4465
94535,1478,3873,685,416,291,159,17.7,10.7,7.5,38.2,381,221,161,304,195,130,688
94536,15836,71445,4707,5021,4227,3163,6.6,7.0,5.9,22.2,2626,2101,2094,2081,2920,2133,8044
94538,13861,66215,3855,3837,3902,3445,5.8,5.8,5.9,20.9,1887,1723,2115,1968,2114,1787,7061
94539,12828,53464,2672,3423,3957,3663,5.0,6.4,7.4,24.0,1035,1724,2194,1637,1699,1763,6387
94541,14128,67401,4071,3762,3698,4005,6.0,5.6,5.5,21.0,2413,2070,1881,1658,1692,1817,6513
94542,2550,16188,653,540,887,1751,4.0,3.3,5.5,15.8,422,215,506,231,325,381,1134
94544,16392,77712,4036,4041,5208,4638,5.2,5.2,6.7,21.1,2111,2045,2797,1925,1996,2411,7554
94545,5773,33700,1895,1559,1415,1485,5.6,4.6,4.2,17.1,1198,879,663,697,680,752,2470
94546,9754,45761,2347,3070,2407,2621,5.1,6.7,5.3,21.3,1198,1590,1426,1149,1480,981,4456
94547,5152,26041,1108,1728,1656,1240,4.3,6.6,6.4,19.8,569,805,775,539,923,881,2595
94548,238,598,134,46,11,73,22.4,7.7,1.8,39.8,86,5,5,48,41,6,136
94549,6808,28456,1205,2176,2213,1671,4.2,7.6,7.8,23.9,438,1370,1084,767,806,1129,3440
94550,10789,49463,2731,3005,3067,3019,5.5,6.1,6.2,21.8,1425,1488,1286,1306,1517,1781,5541
94551,9346,40025,3180,2582,2500,2073,7.9,6.5,6.2,23.4,1843,1229,888,1337,1353,1612,4870
94552,3039,14948,515,720,1114,936,3.4,4.8,7.5,20.3,267,329,500,248,391,614,1627
94553,10043,49062,3159,2879,2650,2090,6.4,5.9,5.4,20.5,1589,1619,1415,1570,1260,1235,4537
94555,10033,37671,2138,3429,3163,1830,5.7,9.1,8.4,26.6,877,1810,1642,1261,1619,1521,5055
94556,3516,15959,737,883,1260,1242,4.6,5.5,7.9,22.0,433,506,603,304,377,657,1686
94558,12574,65084,2705,2971,4482,3888,4.2,4.6,6.9,19.3,1344,1687,2128,1361,1284,2354,6191
94559,6332,28224,1659,1436,2050,1836,5.9,5.1,7.3,22.4,874,842,1055,785,594,995,2924
94560,9354,47470,3079,2500,2171,2706,6.5,5.3,4.6,19.7,1463,1204,1128,1616,1296,1043,4744
94561,11230,44546,3342,3039,3257,2789,7.5,6.8,7.3,25.2,1587,1792,1699,1755,1247,1558,5246
94562,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
94563,4760,19416,917,1209,1528,1437,4.7,6.2,7.9,24.5,410,695,660,507,514,868,2648
94564,3340,18946,973,820,1022,868,5.1,4.3,5.4,17.6,407,309,558,566,511,464,1659
94565,23560,100826,6901,6162,6786,6155,6.8,6.1,6.7,23.4,3531,3401,3968,3370,2761,2818,10863
94566,10362,45145,1748,2689,3833,3243,3.9,6.0,8.5,23.0,1032,1248,1866,716,1441,1967,5206
94567,201,719,35,59,58,49,4.9,8.2,8.1,28.0,22,18,3,13,41,55,142
94568,18519,71068,4983,6060,4904,3553,7.0,8.5,6.9,26.1,2543,3253,2561,2440,2807,2343,8920
94569,0,251,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
94571,742,10514,233,218,173,138,2.2,2.1,1.6,7.1,123,111,117,110,107,56,367
94572,1927,9309,551,511,467,617,5.9,5.5,5.0,20.7,163,205,205,388,306,262,1106
94573,17,107,0,0,17,0,0.0,0.0,15.9,15.9,0,0,17,0,0,0,0
94574,1180,7827,308,335,264,370,3.9,4.3,3.4,15.1,168,173,149,140,162,115,558
94575,0,1048,0,0,0,477,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
94576,29,171,0,29,0,0,0.0,17.0,0.0,17.0,0,0,0,0,29,0,29
94577,8534,47937,2283,2085,2271,2830,4.8,4.3,4.7,17.8,1241,1297,1278,1042,788,993,3813
94578,8513,42350,2297,2499,2367,2677,5.4,5.9,5.6,20.1,1046,1146,1011,1251,1353,1356,4763
94579,3088,20272,561,1037,832,1185,2.8,5.1,4.1,15.2,290,571,517,271,466,315,1360
94580,5395,29377,1431,1452,1532,1819,4.9,4.9,5.2,18.4,662,708,801,769,744,731,2814
94582,13407,47338,2196,3483,5112,3547,4.6,7.4,10.8,28.3,813,1484,2608,1383,1999,2504,7202
94583,10185,39758,2205,2739,3306,2787,5.5,6.9,8.3,25.6,1292,1253,1976,913,1486,1330,4482
94585,7042,29401,1608,1904,2333,2005,5.5,6.5,7.9,24.0,878,1177,1427,730,727,906,2979
94586,227,964,46,104,39,42,4.8,10.8,4.0,23.5,29,43,23,17,61,16,109
94587,12274,69502,3213,3347,3761,3476,4.6,4.8,5.4,17.7,1939,1782,2089,1274,1565,1672,5497
94588,8388,35162,1866,2221,2761,2203,5.3,6.3,7.9,23.9,714,1259,1323,1152,962,1438,4221
94589,6562,29959,1549,1925,1944,1774,5.2,6.4,6.5,21.9,862,784,948,687,1141,996,3381
94590,7220,37991,1959,1888,2389,1862,5.2,5.0,6.3,19.0,1059,993,1057,900,895,1332,3666
94591,11949,59026,2887,3230,3505,3742,4.9,5.5,5.9,20.2,1344,1637,2138,1543,1593,1367,5733
94592,75,1020,32,28,15,0,3.1,2.7,1.5,7.4,14,15,15,18,13,0,31
94595,1849,17341,542,484,477,410,3.1,2.8,2.8,10.7,242,134,242,300,350,235,1036
94596,3772,23795,1062,1003,895,1211,4.5,4.2,3.8,15.9,539,477,500,523,526,395,1937
94597,3965,23654,1355,1113,727,1052,5.7,4.7,3.1,16.8,872,526,383,483,587,344,1873
94598,5048,26346,1325,1526,1403,1129,5.0,5.8,5.3,19.2,652,719,825,673,807,578,2317
94599,181,3428,34,92,22,49,1.0,2.7,0.6,5.3,34,82,0,0,10,22,46
94601,11837,52102,3049,3108,3569,3291,5.9,6.0,6.9,22.7,1570,1588,1786,1479,1520,1783,5870
94602,5620,31104,1946,1539,1501,1284,6.3,4.9,4.8,18.1,1236,699,740,710,840,761,2585
94603,9965,37042,2877,2510,3124,2534,7.8,6.8,8.4,26.9,1348,1305,1670,1529,1205,1454,4921
94605,8747,44477,2712,2359,2245,2248,6.1,5.3,5.0,19.7,1171,1453,1142,1541,906,1103,4348
94606,6362,38459,1553,1702,2022,1640,4.0,4.4,5.3,16.5,732,869,918,821,833,1104,3271
94607,4085,27019,1007,1403,987,1053,3.7,5.2,3.7,15.1,524,763,600,483,640,387,1721
94608,4261,34083,1625,999,1222,621,4.8,2.9,3.6,12.5,770,540,709,855,459,513,1993
94609,3691,25175,1365,967,903,974,5.4,3.8,3.6,14.7,503,468,484,862,499,419,1982
94610,5051,32404,1753,1284,1225,981,5.4,4.0,3.8,15.6,809,790,709,944,494,516,2394
94611,6934,39780,2086,1833,1774,1788,5.2,4.6,4.5,17.4,874,1137,756,1212,696,1018,3550
94612,1528,17742,447,382,473,434,2.5,2.2,2.7,8.6,98,212,115,349,170,358,910
94613,20,612,0,0,0,364,0.0,0.0,0.0,3.3,0,0,0,0,0,0,20
94618,3219,17285,803,868,849,1071,4.6,5.0,4.9,18.6,435,468,464,368,400,385,1415
94619,5986,27018,1964,1805,1508,1346,7.3,6.7,5.6,22.2,962,938,833,1002,867,675,2916
94621,9728,34911,2553,2515,2799,2762,7.3,7.2,8.0,27.9,1109,1367,1467,1444,1148,1332,4849
94702,3434,17473,846,1008,981,955,4.8,5.8,5.6,19.7,357,511,450,489,497,531,1847
94703,2854,20404,545,724,884,1179,2.7,3.5,4.3,14.0,374,440,530,171,284,354,1125
94704,1166,25711,371,281,359,4916,1.4,1.1,1.4,4.5,197,105,260,174,176,99,527
94705,2268,14508,559,788,617,514,3.9,5.4,4.3,15.6,338,330,356,221,458,261,1130
94706,4991,20860,1272,1377,1494,1246,6.1,6.6,7.2,23.9,723,690,799,549,687,695,2433
94707,2329,12596,561,784,614,561,4.5,6.2,4.9,18.5,263,358,360,298,426,254,1102
94708,2044,11810,496,659,518,765,4.2,5.6,4.4,17.3,263,316,225,233,343,293,1119
94709,878,12200,399,147,211,927,3.3,1.2,1.7,7.2,226,92,152,173,55,59,358
94710,1273,8471,333,159,330,577,3.9,1.9,3.9,15.0,191,62,151,142,97,179,743
94720,253,5322,41,12,12,3092,0.8,0.2,0.2,4.8,32,12,0,9,0,12,72
94801,8287,32759,1645,2364,2649,2891,5.0,7.2,8.1,25.3,890,1097,1403,755,1267,1246,4045
94803,4757,27171,966,1630,1431,1052,3.6,6.0,5.3,17.5,523,808,702,443,822,729,2394
94804,10102,44387,2639,2572,2991,3232,5.9,5.8,6.7,22.8,1392,1250,1529,1247,1322,1462,4865
94805,2738,14790,815,866,503,960,5.5,5.9,3.4,18.5,530,398,238,285,468,265,1236
94806,14682,63730,3162,4001,4865,4433,5.0,6.3,7.6,23.0,1708,2353,2573,1454,1648,2292,6676
94901,8336,40927,1865,2378,2637,2626,4.6,5.8,6.4,20.4,1144,1116,1494,721,1262,1143,3919
94903,5044,31582,936,1461,1575,2100,3.0,4.6,5.0,16.0,414,642,990,522,819,585,2366
94904,2725,13132,688,533,1023,727,5.2,4.1,7.8,20.8,331,281,458,357,252,565,1361
94920,2504,12906,381,623,887,891,3.0,4.8,6.9,19.4,152,437,392,229,186,495,1302
94922,158,509,0,0,118,113,0.0,0.0,23.2,31.0,0,0,118,0,0,0,0
94923,129,1390,0,0,16,139,0.0,0.0,1.2,9.3,0,0,0,0,0,16,55
94924,101,1342,40,25,36,0,3.0,1.9,2.7,7.5,24,19,12,16,6,24,46
94925,2581,10155,670,623,964,480,6.6,6.1,9.5,25.4,330,399,394,340,224,570,1320
94928,8906,46231,2763,2693,2061,3574,6.0,5.8,4.5,19.3,1509,1429,773,1254,1264,1288,4743
94929,104,442,72,32,0,0,16.3,7.2,0.0,23.5,36,0,0,36,32,0,68
94930,1584,8748,427,300,501,560,4.9,3.4,5.7,18.1,238,145,230,189,155,271,834
94931,1558,8945,581,495,290,271,6.5,5.5,3.2,17.4,260,160,179,321,335,111,829
94933,192,1284,78,41,57,16,6.1,3.2,4.4,15.0,0,0,29,78,41,28,147
94937,60,938,25,35,0,0,2.7,3.7,0.0,6.4,25,7,0,0,28,0,28
94938,34,428,0,0,13,21,0.0,0.0,3.0,7.9,0,0,13,0,0,0,21
94939,1479,7488,450,298,412,453,6.0,4.0,5.5,19.8,123,136,221,327,162,191,907
94940,41,260,0,0,10,57,0.0,0.0,3.8,15.8,0,0,0,0,0,10,10
94941,7637,32190,1532,1974,2378,2521,4.8,6.1,7.4,23.7,763,967,1038,769,1007,1340,4041
94945,3283,17309,706,672,1169,1018,4.1,3.9,6.8,19.0,455,276,483,251,396,686,1708
94946,75,673,11,18,31,21,1.6,2.7,4.6,11.1,2,7,13,9,11,18,44
94947,4894,25183,1100,1228,1349,1667,4.4,4.9,5.4,19.4,512,762,654,588,466,695,2225
94949,3736,18545,973,1044,1112,915,5.2,5.6,6.0,20.1,459,536,731,514,508,381,1619
94950,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
94951,765,3574,201,165,262,237,5.6,4.6,7.3,21.4,87,78,125,114,87,137,383
94952,6815,33519,1249,2253,2023,1936,3.7,6.7,6.0,20.3,534,1035,1159,715,1218,864,3339
94954,7423,38201,1936,1898,1875,2498,5.1,5.0,4.9,19.4,1111,991,1080,825,907,795,3363
94956,27,1189,7,14,0,6,0.6,1.2,0.0,2.3,0,7,0,7,7,0,20
94957,598,2081,108,246,148,125,5.2,11.8,7.1,28.7,58,168,41,50,78,107,259
94960,3896,16028,773,1227,1131,1170,4.8,7.7,7.1,24.3,482,703,609,291,524,522,1737
94963,93,462,0,0,23,104,0.0,0.0,5.0,20.1,0,0,22,0,0,1,26
94964,0,2054,0,0,0,9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
94965,1547,12044,506,457,338,427,4.2,3.8,2.8,12.8,328,155,245,178,302,93,660
94970,7,400,0,0,0,7,0.0,0.0,0.0,1.8,0,0,0,0,0,0,7
94971,47,364,0,25,0,22,0.0,6.9,0.0,12.9,0,11,0,0,14,0,36
94972,70,153,33,37,0,0,21.6,24.2,0.0,45.8,33,37,0,0,0,0,0
94973,101,1438,25,19,37,42,1.7,1.3,2.6,7.0,10,0,37,15,19,0,34
95002,416,1920,124,89,106,132,6.5,4.6,5.5,21.7,90,46,84,34,43,22,142
95003,4407,24977,977,1397,1235,1599,3.9,5.6,4.9,17.6,407,576,775,570,821,460,2236
95004,589,3902,157,276,69,117,4.0,7.1,1.8,15.1,37,93,41,120,183,28,403
95005,1678,7552,519,236,536,507,6.9,3.1,7.1,22.2,317,145,213,202,91,323,904
95006,1141,8802,184,393,474,506,2.1,4.5,5.4,13.0,104,259,310,80,134,164,453
95007,42,359,0,42,0,0,0.0,11.7,0.0,11.7,0,20,0,0,22,0,22
95008,10718,48746,2959,3169,2806,2667,6.1,6.5,5.8,22.0,1405,1625,1513,1554,1544,1293,5266
95010,1325,9243,282,439,341,463,3.1,4.7,3.7,14.3,172,302,175,110,137,166,495
95012,3921,10528,1123,1326,1080,538,10.7,12.6,10.3,37.2,669,702,460,454,624,620,1914
95013,0,53,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95014,14762,61414,2867,3771,5426,4274,4.7,6.1,8.8,24.0,1623,1756,2902,1244,2015,2524,6902
95017,201,907,24,105,50,38,2.6,11.6,5.5,22.2,24,53,23,0,52,27,101
95018,778,6055,147,197,316,320,2.4,3.3,5.2,12.8,113,110,113,34,87,203,388
95019,1843,5891,470,589,680,211,8.0,10.0,11.5,31.3,301,339,244,169,250,436,855
95020,18589,68365,4166,5065,6056,5399,6.1,7.4,8.9,27.2,2185,2596,2913,1981,2469,3143,8996
95023,15165,57367,3636,4010,4810,4349,6.3,7.0,8.4,26.4,1800,1861,2591,1836,2149,2219,7496
95030,2409,13373,326,534,929,1002,2.4,4.0,6.9,18.0,111,301,493,215,233,436,1236
95032,6759,27678,1128,1829,2554,1770,4.1,6.6,9.2,24.4,494,1170,1331,634,659,1223,3145
95033,1886,9853,369,613,625,404,3.7,6.2,6.3,19.1,145,317,267,224,296,358,987
95035,16409,79393,4473,4581,4676,4156,5.6,5.8,5.9,20.7,2582,2548,2556,1891,2033,2120,7409
95037,13196,51867,3763,3071,4107,3408,7.3,5.9,7.9,25.4,1698,1425,1800,2065,1646,2307,7327
95039,434,1427,21,98,246,69,1.5,6.9,17.2,30.4,18,73,119,3,25,127,155
95041,169,803,88,40,31,17,11.0,5.0,3.9,21.0,53,9,0,35,31,31,97
95043,147,669,35,39,41,32,5.2,5.8,6.1,22.0,12,16,14,23,23,27,84
95045,678,4063,246,215,111,129,6.1,5.3,2.7,16.7,172,165,60,74,50,51,224
95046,820,5801,145,128,286,413,2.5,2.2,4.9,14.1,25,118,132,120,10,154,451
95050,6855,39905,2271,1744,1772,1931,5.7,4.4,4.4,17.2,1350,965,1053,921,779,719,3016
95051,11271,60499,3818,3478,2287,2790,6.3,5.7,3.8,18.6,2258,1810,1189,1560,1668,1098,5182
95053,50,3317,0,0,0,2191,0.0,0.0,0.0,1.5,0,0,0,0,0,0,30
95054,4856,24444,1593,1340,1261,1000,6.5,5.5,5.2,19.9,824,608,631,769,732,630,2499
95060,6449,46527,1726,1807,1690,2755,3.7,3.9,3.6,13.9,1062,1070,908,664,737,782,2726
95062,5568,36369,1488,1437,1554,1731,4.1,4.0,4.3,15.3,446,660,827,1042,777,727,3144
95064,343,9832,49,59,32,5616,0.5,0.6,0.3,3.5,22,31,25,27,28,7,168
95065,1570,8125,384,375,518,380,4.7,4.6,6.4,19.3,140,108,276,244,267,242,902
95066,2590,15233,670,739,701,1043,4.4,4.9,4.6,17.0,425,459,302,245,280,399,1122
95070,6285,31688,752,1664,2159,2329,2.4,5.3,6.8,19.8,427,922,1163,325,742,996,2988
95073,2462,11408,515,646,762,759,4.5,5.7,6.7,21.6,300,282,439,215,364,323,1090
95075,115,566,45,23,28,29,8.0,4.1,4.9,20.3,7,7,7,38,16,21,81
95076,22182,83716,5495,5671,6685,6669,6.6,6.8,8.0,26.5,2660,2982,3275,2835,2689,3410,11198
95110,4373,20314,1470,1131,1332,714,7.2,5.6,6.6,21.5,892,524,689,578,607,643,2045
95111,14902,59761,3043,3913,5548,4184,5.1,6.5,9.3,24.9,1594,2205,2860,1449,1708,2688,6979
95112,8349,58775,2682,1896,2270,5563,4.6,3.2,3.9,14.2,1180,1046,925,1502,850,1345,4330
95113,43,2161,0,12,21,10,0.0,0.6,1.0,2.0,0,0,0,0,12,21,43
95116,11719,50436,2923,3095,3468,3663,5.8,6.1,6.9,23.2,1641,1773,1796,1282,1322,1672,5203
95117,6671,28663,2278,1760,1750,1387,7.9,6.1,6.1,23.3,1275,807,734,1003,953,1016,3374
95118,8002,32827,2492,2027,2329,2037,7.6,6.2,7.1,24.4,1364,958,1190,1128,1069,1139,3948
95119,2364,10461,652,622,699,610,6.2,5.9,6.7,22.6,362,249,507,290,373,192,1065
95120,8766,38003,1232,2426,2901,3633,3.2,6.4,7.6,23.1,637,1129,1523,595,1297,1378,4337
95121,6966,36657,1401,1910,2335,2091,3.8,5.2,6.4,19.0,877,1037,1344,524,873,991,2993
95122,12664,52555,2468,3541,4291,3973,4.7,6.7,8.2,24.1,1068,1870,2066,1400,1671,2225,6518
95123,15271,70952,4432,4209,3976,4413,6.2,5.9,5.6,21.5,2067,2074,2253,2365,2135,1723,7498
95124,13157,51803,3078,3675,4174,3304,5.9,7.1,8.1,25.4,1585,1901,1880,1493,1774,2294,6496
95125,11112,53333,3366,2979,2883,2723,6.3,5.6,5.4,20.8,1580,1550,1322,1786,1429,1561,5899
95126,6346,36996,1706,1560,1977,1798,4.6,4.2,5.3,17.2,744,983,992,962,577,985,2989
95127,13750,62269,3199,3755,4571,3740,5.1,6.0,7.3,22.1,1824,1953,2229,1375,1802,2342,6591
95128,5961,33653,1517,1686,1565,1745,4.5,5.0,4.7,17.7,798,954,957,719,732,608,2676
95129,8828,39797,1771,2423,2867,2243,4.5,6.1,7.2,22.2,794,1409,1459,977,1014,1408,4362
95130,3282,13376,749,1178,848,674,5.6,8.8,6.3,24.5,328,598,320,421,580,528,1707
95131,6037,31335,1803,1516,1750,1822,5.8,4.8,5.6,19.3,964,657,978,839,859,772,2879
95132,7111,40981,1835,1725,1866,2454,4.5,4.2,4.6,17.4,1219,838,914,616,887,952,3301
95133,5604,28749,1531,1755,1459,1590,5.3,6.1,5.1,19.5,675,905,795,856,850,664,2872
95134,4384,30916,2409,946,550,684,7.8,3.1,1.8,14.2,958,522,166,1451,424,384,2421
95135,4431,21402,648,1230,1571,1383,3.0,5.7,7.3,20.7,219,640,976,429,590,595,1996
95136,10186,47294,2583,2603,3148,2704,5.5,5.5,6.7,21.5,1294,1422,1579,1289,1181,1569,4913
95138,4819,19420,936,1343,1525,1723,4.8,6.9,7.9,24.8,589,893,781,347,450,744,2148
95139,1989,7232,528,630,537,470,7.3,8.7,7.4,27.5,427,236,250,101,394,287,950
95140,0,91,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95148,9346,45688,2080,2369,2711,3405,4.6,5.2,5.9,20.5,1034,1103,1406,1046,1266,1305,4736
95202,1447,6000,445,315,495,268,7.4,5.3,8.3,24.1,257,68,350,188,247,145,580
95203,4282,16237,1376,1500,802,887,8.5,9.2,4.9,26.4,754,801,251,622,699,551,2134
95204,7005,30406,1732,1812,2449,1845,5.7,6.0,8.1,23.0,768,974,1224,964,838,1225,3444
95205,12472,40128,3396,3728,3701,3027,8.5,9.3,9.2,31.1,1839,1844,1387,1557,1884,2314,6624
95206,20409,68031,4866,5223,6316,6524,7.2,7.7,9.3,30.0,2188,2753,3011,2678,2470,3305,10501
95207,13496,52877,3623,3487,4133,3937,6.9,6.6,7.8,25.5,1548,1612,1932,2075,1875,2201,7117
95209,12433,46756,3114,3439,3693,3497,6.7,7.4,7.9,26.6,1353,1831,1848,1761,1608,1845,6164
95210,12704,42654,3615,3526,3307,3636,8.5,8.3,7.8,29.8,1510,1867,1820,2105,1659,1487,6214
95211,35,1676,0,0,0,954,0.0,0.0,0.0,2.1,0,0,0,0,0,0,20
95212,6669,27848,1239,1091,2506,2702,4.4,3.9,9.0,23.9,774,573,968,465,518,1538,3388
95215,6514,25647,1575,1899,1817,2090,6.1,7.4,7.1,25.4,871,1082,806,704,817,1011,3168
95219,8124,30165,1790,2153,2253,2695,5.9,7.1,7.5,26.9,1200,1030,1273,590,1123,980,3810
95220,2207,8244,447,484,578,919,5.4,5.9,7.0,26.8,251,205,366,196,279,212,1050
95221,43,398,0,0,21,73,0.0,0.0,5.3,10.8,0,0,0,0,0,21,43
95222,928,5236,118,259,243,464,2.3,4.9,4.6,17.7,53,210,102,65,49,141,356
95223,222,2470,43,73,97,9,1.7,3.0,3.9,9.0,32,23,9,11,50,88,158
95224,76,311,23,53,0,0,7.4,17.0,0.0,24.4,7,32,0,16,21,0,37
95225,131,1019,0,23,90,35,0.0,2.3,8.8,12.9,0,0,41,0,23,49,90
95226,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95227,242,1180,43,79,110,23,3.6,6.7,9.3,20.5,13,29,110,30,50,0,80
95228,871,4648,274,224,226,198,5.9,4.8,4.9,18.7,194,90,142,80,134,84,445
95230,128,513,0,58,42,42,0.0,11.3,8.2,25.0,0,45,0,0,13,42,66
95231,840,4865,198,288,213,286,4.1,5.9,4.4,17.3,126,139,88,72,149,125,429
95232,0,202,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95233,0,233,0,0,0,13,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95236,1198,4518,317,164,349,394,7.0,3.6,7.7,26.5,97,107,114,220,57,235,658
95237,963,3992,275,251,263,215,6.9,6.3,6.6,24.1,225,86,174,50,165,89,362
95240,13417,50245,3605,3701,4000,3377,7.2,7.4,8.0,26.7,1709,2196,2263,1896,1505,1737,6151
95242,6269,27433,1126,1465,2374,1850,4.1,5.3,8.7,22.9,607,764,1301,519,701,1073,2850
95245,416,2813,189,69,43,116,6.7,2.5,1.5,14.8,161,9,43,28,60,0,126
95246,44,1548,44,0,0,0,2.8,0.0,0.0,2.8,0,0,0,44,0,0,44
95247,657,4022,196,265,150,77,4.9,6.6,3.7,16.3,111,135,143,85,130,7,268
95248,62,106,0,19,16,27,0.0,17.9,15.1,58.5,0,0,16,0,19,0,19
95249,913,4908,180,269,201,390,3.7,5.5,4.1,18.6,90,18,100,90,251,101,530
95251,0,521,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95252,3001,14622,716,1026,755,774,4.9,7.0,5.2,20.5,320,689,195,396,337,560,1557
95253,229,504,29,74,126,0,5.8,14.7,25.0,45.4,17,74,27,12,0,99,111
95254,0,350,0,0,0,28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95255,321,1787,83,78,74,100,4.6,4.4,4.1,18.0,49,78,0,34,0,74,142
95257,0,398,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95258,703,3885,119,279,233,155,3.1,7.2,6.0,18.1,9,122,98,110,157,135,452
95301,11626,41660,2431,3490,3761,2968,5.8,8.4,9.0,27.9,1362,2261,1910,1069,1229,1851,5071
95303,177,891,41,34,75,56,4.6,3.8,8.4,19.9,38,11,39,3,23,36,85
95304,3362,15235,444,1042,1087,1164,2.9,6.8,7.1,22.1,303,678,468,141,364,619,1657
95305,0,158,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95306,114,784,72,13,13,21,9.2,1.7,1.7,14.5,0,6,8,72,7,5,96
95307,13940,47978,3630,3622,4670,3318,7.6,7.5,9.7,29.1,1786,2062,2622,1844,1560,2048,6390
95309,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95310,428,1849,53,140,91,144,2.9,7.6,4.9,23.1,36,84,62,17,56,29,246
95311,373,2182,0,183,82,110,0.0,8.4,3.8,17.1,0,166,68,0,17,14,119
95312,94,284,53,20,10,11,18.7,7.0,3.5,33.1,4,20,10,49,0,0,49
95313,126,860,77,16,24,26,9.0,1.9,2.8,14.7,38,6,12,39,10,12,70
95315,3913,13317,880,983,1117,1417,6.6,7.4,8.4,29.4,440,559,653,440,424,464,1688
95316,1614,7154,416,320,569,536,5.8,4.5,8.0,22.6,157,118,101,259,202,468,1160
95317,319,948,86,95,87,112,9.1,10.0,9.2,33.6,42,33,56,44,62,31,174
95318,121,522,11,77,33,0,2.1,14.8,6.3,23.2,11,0,33,0,77,0,77
95319,265,1651,96,68,57,134,5.8,4.1,3.5,16.1,19,40,41,77,28,16,143
95320,3184,12385,1124,619,968,660,9.1,5.0,7.8,25.7,505,308,582,619,311,386,1662
95321,417,4068,128,186,84,139,3.1,4.6,2.1,10.3,73,82,19,55,104,65,243
95322,2496,9392,452,666,743,803,4.8,7.1,7.9,26.6,272,444,263,180,222,480,1019
95323,388,1516,105,78,116,128,6.9,5.1,7.7,25.6,58,50,39,47,28,77,202
95324,2439,8763,652,494,980,654,7.4,5.6,11.2,27.8,384,318,619,268,176,361,896
95325,0,44,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95326,2668,10672,508,816,846,800,4.8,7.6,7.9,25.0,215,547,366,293,269,480,1311
95327,1240,8788,377,156,494,312,4.3,1.8,5.6,14.1,192,71,100,185,85,394,676
95328,1405,3856,119,554,419,426,3.1,14.4,10.9,36.4,82,240,267,37,314,152,652
95329,331,2394,78,105,128,42,3.3,4.4,5.3,13.8,36,48,45,42,57,83,202
95330,8853,30051,2287,2496,2664,2099,7.6,8.3,8.9,29.5,1258,1126,1379,1029,1370,1285,4265
95333,1096,3157,469,315,190,195,14.9,10.0,6.0,34.7,318,124,108,151,191,82,484
95334,5102,17302,1366,1375,1525,1248,7.9,7.9,8.8,29.5,601,570,907,765,805,618,2755
95335,0,58,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95336,11365,49145,2827,3259,3160,3241,5.8,6.6,6.4,23.1,1386,1570,1681,1441,1689,1479,5864
95337,12260,44192,3373,4159,3162,2289,7.6,9.4,7.2,27.7,2356,2126,1698,1017,2033,1464,5227
95338,2068,10102,500,719,565,333,4.9,7.1,5.6,20.5,229,404,261,271,315,304,1068
